Date,Username,User tag,Content,Mentions,link
"2024-08-04,23:04:21",cha_wew.,#0,اطلع الفوق خلاص,,
"2024-08-04,23:04:32",cha_wew.,#0,تلقا creat ticket,,
"2024-08-04,23:04:44",cha_wew.,#0,لض عليها,,
"2024-08-04,23:05:25",cha_wew.,#0,ممبعد طاغي <@1214967653370691624> قولو راني قابل قوانين الميمر,jordyy.a3ttt#0,
"2024-08-04,23:06:35",demon_slayer_tanjiro_kamado,#0,صاي درت كلش,,
"2024-08-04,23:07:43",demon_slayer_tanjiro_kamado,#0,ايا يدكم فيه,,
"2024-08-04,23:07:56",cha_wew.,#0,كي يقلك ok تقدر تبعت فيديوهات في حط-فيديو-وقود🤣,,
"2024-08-04,23:08:07",demon_slayer_tanjiro_kamado,#0,مليحة,cha_wew.#0,
"2024-08-04,23:08:53",cha_wew.,#0,بصح تبعتلو الصوالح لي كنت تبعتهملي كي يحكمك الفيد ينحيلك الرول,demon_slayer_tanjiro_kamado#0,
"2024-08-04,23:09:33",demon_slayer_tanjiro_kamado,#0,و كون نبعثلو الطوطا ديالي ؟,cha_wew.#0,
"2024-08-04,23:09:38",demon_slayer_tanjiro_kamado,#0,غلطت,,
"2024-08-04,23:09:47",takkun_27,#0,حبيبي الغالي,,
"2024-08-04,23:09:50",takkun_27,#0,يدك فيه,,
"2024-08-04,23:09:54",cha_wew.,#0,ينحيلك الرول,,
"2024-08-04,23:10:07",takkun_27,#0,Monstre,,
"2024-08-04,23:10:11",demon_slayer_tanjiro_kamado,#0,<:therockreaction5:1152013878641819768>,takkun_27#0,
"2024-08-04,23:10:11",takkun_27,#0,مونستخ,,
"2024-08-04,23:10:25",cha_wew.,#0,<:juan:1150418197581922344>,,
"2024-08-04,23:10:35",demon_slayer_tanjiro_kamado,#0,يا و يدكم فيه,,
"2024-08-04,23:10:39",takkun_27,#0,You are one annoying brat yk that,demon_slayer_tanjiro_kamado#0,
"2024-08-04,23:10:50",cha_wew.,#0,نحيها قبل ما يشوفها,demon_slayer_tanjiro_kamado#0,
"2024-08-04,23:11:00",demon_slayer_tanjiro_kamado,#0,راني نعمر في انمي OVERFLOW,,
"2024-08-04,23:11:11",takkun_27,#0,شيكور,,
"2024-08-04,23:11:16",demon_slayer_tanjiro_kamado,#0,لا ما تخافش ما بعثتلهش تاعي,cha_wew.#0,
"2024-08-04,23:11:32",demon_slayer_tanjiro_kamado,#0,تعرف OVERFLOW ?,takkun_27#0,
"2024-08-04,23:11:35",cha_wew.,#0,اي طوطا ينحيهولك,,
"2024-08-04,23:11:56",themask0239,#0,# خوتنا أروحاو روم صوتي,,
"2024-08-04,23:11:58",cha_wew.,#0,ولا حاجة 18+,,
"2024-08-04,23:12:15",takkun_27,#0,ماشي انا لي هدرت عليه اللول؟,demon_slayer_tanjiro_kamado#0,
"2024-08-04,23:12:38",demon_slayer_tanjiro_kamado,#0,انا قبل ما ندير حساب هنا كنت نتابعه من قبل عام,takkun_27#0,
"2024-08-04,23:12:44",demon_slayer_tanjiro_kamado,#0,نيشان,cha_wew.#0,
"2024-08-04,23:12:48",demon_slayer_tanjiro_kamado,#0,علاه,themask0239#0,
"2024-08-04,23:12:49",themask0239,#0,<@778976907642667018>,q52q#0,
"2024-08-04,23:13:23",jordyy.a3ttt,#0,Yzbi ydkm.fih,,
"2024-08-04,23:13:30",themask0239,#0,وعليكم سلام,jordyy.a3ttt#0,
"2024-08-04,23:14:01",demon_slayer_tanjiro_kamado,#0,راني بعثتلك الشروط تاع لميمز,jordyy.a3ttt#0,
"2024-08-04,23:14:03",cha_wew.,#0,<@1264558495034769438> انسى قاع وشقتلك,demon_slayer_tanjiro_kamado#0,
"2024-08-04,23:14:04",takkun_27,#0,انا تان كي كنت قدك,demon_slayer_tanjiro_kamado#0,
"2024-08-04,23:14:21",takkun_27,#0,خاوتي لبنات تاع تلمسان يفهموا واش معناها طوطة؟,,
"2024-08-04,23:14:24",takkun_27,#0,طوطات,,
"2024-08-04,23:14:32",demon_slayer_tanjiro_kamado,#0,لا,takkun_27#0,
"2024-08-04,23:14:43",takkun_27,#0,يا ودي هي تكون تحلبتلي,,
"2024-08-04,23:14:58",takkun_27,#0,قاتلي,,
"2024-08-04,23:15:10",takkun_27,#0,هذو هوما الناس لي تهدر معاهم ؟,,
"2024-08-04,23:15:11",demon_slayer_tanjiro_kamado,#0,قولها طوطة زعما مصلحا,takkun_27#0,
"2024-08-04,23:15:21",takkun_27,#0,هذي عندها خاوتها صغار,,
"2024-08-04,23:15:27",cha_wew.,#0,طوطا هوفا لي خترعها ولا يهدروها الناس لخرين,,
"2024-08-04,23:15:35",takkun_27,#0,باينة تلعب بالطوطة تاعهم فالدوش,,
"2024-08-04,23:15:39",takkun_27,#0,بالاك,,
"2024-08-04,23:15:54",takkun_27,#0,علاخاطرش ماكاش تفسير خلاف,,
"2024-08-04,23:16:11",cha_wew.,#0,Treu,,
"2024-08-04,23:16:23",jordyy.a3ttt,#0,,,https://cdn.discordapp.com/attachments/1227367017661595708/1269781005418500106/Screenshot_2024-08-04-20-49-34-58_40deb401b9ffe8e1df2f1cc5ba480b12.jpg?ex=672de4f7&is=672c9377&hm=974f1cdac3a3540cd146426e2e0261ee600a61fa099e9306567fc5d7ee207352&
"2024-08-04,23:16:25",jordyy.a3ttt,#0,L'm in love,,
"2024-08-04,23:17:33",cha_wew.,#0,ملوين نبدأ نقرا,jordyy.a3ttt#0,
"2024-08-04,23:17:36",john_amesterdam,#0,Prv,demon_slayer_tanjiro_kamado#0,
"2024-08-04,23:17:46",jordyy.a3ttt,#0,Kifeh ?,cha_wew.#0,
"2024-08-04,23:18:03",demon_slayer_tanjiro_kamado,#0,جماعة راني و لييت,,
"2024-08-04,23:18:05",cha_wew.,#0,واش من فوطو هي اللولة,,
"2024-08-04,23:18:33",chlorophyte_enjoyer,#0,تقرا من اليمين الى اليسار,cha_wew.#0,
"2024-08-04,23:18:41",chlorophyte_enjoyer,#0,مالفوق واهبط,,
"2024-08-04,23:18:54",chlorophyte_enjoyer,#0,مع الوقت توالف,,
"2024-08-04,23:19:17",cha_wew.,#0,That's make sense,chlorophyte_enjoyer#0,
"2024-08-04,23:20:53",cha_wew.,#0,معجبكش هادا,,
"2024-08-04,23:21:56",rayer43,#0,السلام عليكم,,
"2024-08-04,23:22:11",demon_slayer_tanjiro_kamado,#0,و عليكم السلام,rayer43#0,
"2024-08-04,23:22:15",chlorophyte_enjoyer,#0,و عليكم السلام,,
"2024-08-04,23:22:32",chlorophyte_enjoyer,#0,ياخو نسقسيك كيفاه تسرق لبزازل ؟,rayer43#0,
"2024-08-04,23:22:43",rayer43,#0,سر المهنة,chlorophyte_enjoyer#0,
"2024-08-04,23:22:55",chlorophyte_enjoyer,#0,يتباعو بالكيلو ولا بالحبة؟,,
"2024-08-04,23:23:01",rayer43,#0,بالحبة,chlorophyte_enjoyer#0,
"2024-08-04,23:23:10",chlorophyte_enjoyer,#0,شحال ؟,,
"2024-08-04,23:23:36",rayer43,#0,200$ بصح على جالك نخليها 150$,,
"2024-08-04,23:23:48",chlorophyte_enjoyer,#0,اواه غلاو,,
"2024-08-04,23:24:03",rayer43,#0,الله غالب راك تعرف لبزازل,chlorophyte_enjoyer#0,
"2024-08-04,23:24:10",3azo.zk,#0,100راك تهليت فينا,rayer43#0,
"2024-08-04,23:24:13",chlorophyte_enjoyer,#0,عشرية السوداء كنت نشريهم  قريب باطل,,
"2024-08-04,23:24:24",chlorophyte_enjoyer,#0,حسبي الله ونعم الوكيل,,
"2024-08-04,23:24:37",rayer43,#0,هاذوك راهم من الشناوة تاع البلاستيك,chlorophyte_enjoyer#0,
"2024-08-04,23:24:45",rayer43,#0,انا راه عندي تاع الصح,,
"2024-08-04,23:24:49",rayer43,#0,من نساء,,
"2024-08-04,23:24:52",chlorophyte_enjoyer,#0,لا خويا تاع البلاد,rayer43#0,
"2024-08-04,23:24:56",3azo.zk,#0,مكاش اوريجنال,rayer43#0,
"2024-08-04,23:25:08",rayer43,#0,ياخو راك غالط,chlorophyte_enjoyer#0,
"2024-08-04,23:25:30",rayer43,#0,كانو يقولو كيما هاك برك باس يعاونو في الصناعة المحلية,,
"2024-08-04,23:25:44",rayer43,#0,هم في الصح من الشناوة,,
"2024-08-04,23:25:48",chlorophyte_enjoyer,#0,"وليد خالي عمي كان يبيعهم 
كنت نشوفو يصنع فيهم",rayer43#0,
"2024-08-04,23:26:03",rayer43,#0,راك مع خبير,,
"2024-08-04,23:26:32",3azo.zk,#0,متعرفش واحد يسرق الخوخة,rayer43#0,
"2024-08-04,23:26:44",chlorophyte_enjoyer,#0,واه واقيل نبدا نبع القنب الهندي,,
"2024-08-04,23:26:45",rayer43,#0,راني مرة شريت وحدة من الشناوة بعد ما عضيتها لقيتها تقعرت,,
"2024-08-04,23:26:58",rayer43,#0,لالا الله غالب,3azo.zk#0,
"2024-08-04,23:27:11",rayer43,#0,ممكن يجي واحد,,
"2024-08-04,23:27:21",3azo.zk,#0,كي جي قلي,,
"2024-08-04,23:27:25",rayer43,#0,اوكي,,
"2024-08-04,23:27:47",3azo.zk,#0,بطاطة وراه,,
"2024-08-04,23:28:34",rayer43,#0,رماوه في الزيت 😭,3azo.zk#0,
"2024-08-04,23:29:52",3azo.zk,#0,"ماتتمسخرش 
راحا فريت اوملات<:PepeHands:1150411405904859197>",,
"2024-08-04,23:30:50",rayer43,#0,ولا اصبر,,
"2024-08-04,23:31:06",racimo,#0,Win raho jordy,,
"2024-08-04,23:31:07",racimo,#0,???,,
"2024-08-04,23:31:19",rayer43,#0,قاعد يبنيط,racimo#0,
"2024-08-04,23:31:39",racimo,#0,Spongebob=jordy ??,,
"2024-08-04,23:31:48",racimo,#0,Piiii n39l 3la jordy hitler,,
"2024-08-04,23:34:55",3azo.zk,#0,<:hollow46:1152015919900545065>,,
"2024-08-04,23:46:37",cha_wew.,#0,سمعت جوردي هتلر تفكرت ادولف نيغلر,,
"2024-08-04,23:52:13",.u9h.,#0,"ادولف هتلر❌️
جوردي نيغلر✅️",cha_wew.#0,
"2024-08-04,23:52:31",.u9h.,#0,<a:emoji_85:1188620238388994118>,,
"2024-08-04,23:52:41",kingofohio0383,#0,Yo guys,,
"2024-08-04,23:52:53",cha_wew.,#0,Wassup,,
"2024-08-04,23:52:54",kingofohio0383,#0,كاش العاب الغاز كيما 12 min,,
"2024-08-04,23:53:05",cha_wew.,#0,Portal,,
"2024-08-04,23:53:06",themask0239,#0,<@1033395726371270736>,karimplay#0,
"2024-08-04,23:53:26",themask0239,#0,<@1033395726371270736>  ارواح شيل 3,karimplay#0,
"2024-08-04,23:53:33",kingofohio0383,#0,غموض + تحقيق + جرائم قتل,,
"2024-08-04,23:54:18",cha_wew.,#0,معرف,,
"2024-08-04,23:54:45",kingofohio0383,#0,Ty for help anyway,,
"2024-08-04,23:55:10",bilal321e,#0,هوملاندر سراق لبزازل سراق طوطات وشنو هدا السيرفر المقود 😂,,
"2024-08-04,23:56:26",kingofohio0383,#0,في حقيقة نتا مقود,,
"2024-08-04,23:56:35",kingofohio0383,#0,خاطش معندكش اسم مقود,,
"2024-08-04,23:57:09",cha_wew.,#0,مازل مشفتش لوخرين,bilal321e#0,
"2024-08-04,23:57:21",cha_wew.,#0,Hmmm,kingofohio0383#0,
"2024-08-04,23:57:23",bilal321e,#0,كاينة,kingofohio0383#0,
"2024-08-04,23:58:02",cha_wew.,#0,Little nightmare,,
"2024-08-04,23:58:14",kingofohio0383,#0,تم تختيمها,cha_wew.#0,
"2024-08-04,23:58:18",kingofohio0383,#0,1 و 2,,
"2024-08-04,23:58:20",bilal321e,#0,واش نقدر نلقا تاني شرطي الأطفال زعما ؟,cha_wew.#0,
"2024-08-04,23:58:38",kingofohio0383,#0,كان انا عام ليفات,bilal321e#0,
"2024-08-04,23:58:46",cha_wew.,#0,قوات مكافحة العطا. يين,bilal321e#0,
"2024-08-04,23:59:10",kingofohio0383,#0,كنت مسميه دونافان صحاب حضانة الأطفال,,
"2024-08-04,23:59:20",cha_wew.,#0,ادولف نيغلر,bilal321e#0,
"2024-08-04,23:59:33",kingofohio0383,#0,Aura+,cha_wew.#0,
"2024-08-04,23:59:37",bilal321e,#0,Shit 💀,cha_wew.#0,
"2024-08-04,23:59:56",cha_wew.,#0,سولدر بوي المتشرد لي دالي الفين,,
"2024-08-05,00:00:12",cha_wew.,#0,و طوندوز مازال موصلتنيش,,
"2024-08-05,00:00:29",cha_wew.,#0,✨️الوسمو✨️,,
"2024-08-05,00:00:43",cha_wew.,#0,جوردي هتلر,bilal321e#0,
"2024-08-05,00:00:45",kingofohio0383,#0,لازم تبدع,,
"2024-08-05,00:01:13",cha_wew.,#0,واقيل نسميه بائع الكحالش,kingofohio0383#0,
"2024-08-05,00:01:23",cha_wew.,#0,بنيترو؟,,
"2024-08-05,00:02:12",kingofohio0383,#0,I agree,,
"2024-08-05,00:02:13",cha_wew.,#0,قول <@1230234149642702940> خو بالنيترو؟,kingofohio0383#0,
"2024-08-05,00:02:27",kingofohio0383,#0,يب ادعمك,,
"2024-08-05,00:03:09",kingofohio0383,#0,خاوتي مكش واحد زعما كيما انا يعاني معايا في بوزريعة,,
"2024-08-05,00:03:38",cha_wew.,#0,جيبلي باكي زريعة,kingofohio0383#0,
"2024-08-05,00:03:58",kingofohio0383,#0,Really niga,cha_wew.#0,
"2024-08-05,00:04:36",uchihamoh,#0,Slam ya niggers,,
"2024-08-05,00:04:38",cha_wew.,#0,<:way61:1152013922229043310>,,
"2024-08-05,00:06:04",cha_wew.,#0,تدخل لسيرفر باش نكافحو هوفا من انو يلعب الدن رينغ,kingofohio0383#0,
"2024-08-05,00:06:18",uchihamoh,#0,<:sh:1152016071147147319>,,
"2024-08-05,00:06:23",cha_wew.,#0,عليكم السلام,uchihamoh#0,
"2024-08-05,00:06:36",cha_wew.,#0,نبعتلك؟,uchihamoh#0,
"2024-08-05,00:07:02",uchihamoh,#0,<:sh:1152016071147147319>,cha_wew.#0,
"2024-08-05,00:07:51",cha_wew.,#0,تم بنجاح,,
"2024-08-05,00:08:43",uchihamoh,#0,<:megamind5:1152015946874097684> <:megamind5:1152015946874097684> <:megamind5:1152015946874097684> <:megamind5:1152015946874097684> <:megamind5:1152015946874097684>,,
"2024-08-05,00:08:58",kingofohio0383,#0,This moha is sus,,
"2024-08-05,00:09:12",cha_wew.,#0,Yeah bro,,
"2024-08-05,00:10:05",cha_wew.,#0,Do you wanna Join to the server,kingofohio0383#0,
"2024-08-05,00:10:34",cha_wew.,#0,To stop hoova playing elden ring,,
"2024-08-05,00:11:15",kingofohio0383,#0,I stop it playing games so i don't care about hoova i just im here for fun and chill,,
"2024-08-05,00:12:04",cha_wew.,#0,Ok,,
"2024-08-05,00:12:09",cha_wew.,#0,Fun,,
"2024-08-05,00:12:53",kingofohio0383,#0,My fun,,
"2024-08-05,00:12:59",cha_wew.,#0,<:Pog:1150411414243131504> <:tadcarlfachero36:1152016084430487552>,,
"2024-08-05,00:13:00",kingofohio0383,#0,نشوف سكرينات مشؤومة,,
"2024-08-05,00:13:22",kingofohio0383,#0,مهوش يديرهم ولا نعدو انسطا خاص بيهم,,
"2024-08-05,00:15:03",cha_wew.,#0,<:sh:1152016071147147319>,,
"2024-08-05,00:22:16",issj,#0,VOIce chate,,
"2024-08-05,00:22:51",sl_9.,#0,Slm,,
"2024-08-05,00:32:39",mhmdy,#0,جماعه ختمت لعبه ناروتو,,
"2024-08-05,00:32:47",mhmdy,#0,مع اني شريتها غير لول بارح,,
"2024-08-05,00:32:59",mhmdy,#0,ختمت كلش مخليت والو 🗿حيات وختمتها,,
"2024-08-05,00:33:35",mhmdy,#0,روبلوكس منحبهاش خويا دخلني ماب قعد شهرين باش لحق لفل 250 انا ف يومين لحقت والله 356,,
"2024-08-05,00:33:39",mhmdy,#0,وهو لحق 300,,
"2024-08-05,00:33:48",mhmdy,#0,سبيد رن,,
"2024-08-05,00:42:02",c_rx.,#0,راك تقللنا ختمت كل العاب,mhmdy#0,
"2024-08-05,00:42:12",c_rx.,#0,جرب العب تع طاعون,,
"2024-08-05,00:42:21",c_rx.,#0,هايلة راني نختم فيها دورك,,
"2024-08-05,00:44:59",sl_9.,#0,Mkach hna 3bad li yachfaw ll bazar l9dim  prime server hoova,,
"2024-08-05,00:56:19",capon_2.,#0,راااني مطننن,,
"2024-08-05,01:08:51",3azo.zk,#0,<:ccpshook81:1150419222007136348>,capon_2.#0,
"2024-08-05,01:09:29",3azo.zk,#0,خاوتي بطاطا واحد ماشافوا,,
"2024-08-05,01:11:45",midnightakram.,#0,<:emoji_84:1188620191576367134>,,
"2024-08-05,01:18:31",callmefreddy.,#0,Wchbik حزين زعما,midnightakram.#0,
"2024-08-05,01:21:41",3azo.zk,#0,أحزن كي زت فهاذي الدنيا وجحاوهالي خاوتي المنوين,callmefreddy.#0,
"2024-08-05,01:22:39",callmefreddy.,#0,سي كوا سااااا,,
"2024-08-05,01:25:01",_flitox.,#0,Brkana mn drama hbb 🗿,3azo.zk#0,
"2024-08-05,01:25:54",3azo.zk,#0,وعليه راني ندير فدرامة,_flitox.#0,
"2024-08-05,01:26:03",3azo.zk,#0,راني نحوس علا بطاطا,,
"2024-08-05,01:26:13",w.me,#0,Drama Jat mn tna,_flitox.#0,
"2024-08-05,01:26:35",w.me,#0,W Putin ykhdm 3nd tbon,,
"2024-08-05,01:26:53",_flitox.,#0,Jato tna yro7 y7ko fkach 7it,w.me#0,
"2024-08-05,01:27:10",_flitox.,#0,Kayna ydrblo pipa,w.me#0,
"2024-08-05,01:27:39",w.me,#0,S3iba Ki tsyiha tfhm,_flitox.#0,
"2024-08-05,01:28:06",w.me,#0,راهو طايب ماعندو مايبيبلو,_flitox.#0,
"2024-08-05,01:28:12",_flitox.,#0,Awah yachriki khok صنديد hnaya maytmnykch,w.me#0,
"2024-08-05,01:28:56",w.me,#0,Nsta3rf bik l3lam,,
"2024-08-05,01:29:28",_flitox.,#0,"شفت كيفاش دخلتلك تاع بوتين يخدم عند تبون 
دخلها بنفس الطريقة تعرف كيفاش يبيبلو 🗿🙂",w.me#0,
"2024-08-05,01:30:00",1_knock_knock_1,#0,خاوة شكون يلعب RL,,
"2024-08-05,01:30:05",w.me,#0,وشمن تقبه تدخل فيها,_flitox.#0,
"2024-08-05,01:30:28",themask0239,#0,# سلام عليكم,,
"2024-08-05,01:30:36",w.me,#0,ربي يهديك تلعبها دوكا,1_knock_knock_1#0,
"2024-08-05,01:30:38",themask0239,#0,# خوتي مشروع إنتخابي,,
"2024-08-05,01:30:59",1_knock_knock_1,#0,خير من منكفت,w.me#0,
"2024-08-05,01:31:01",w.me,#0,ننتخب اسلام سليماني,themask0239#0,
"2024-08-05,01:31:04",3azo.zk,#0,نفوطي عليك,themask0239#0,
"2024-08-05,01:31:11",themask0239,#0,# نرحل لكحالش ولا يولو خدم عندنا بش نوفرو إجتياطي صرف خلصولنا صرف,,
"2024-08-05,01:31:20",w.me,#0,روح ترقد خير,1_knock_knock_1#0,
"2024-08-05,01:31:32",themask0239,#0,# راني رئيس حملة إنتخابية تع هوفا,3azo.zk#0,
"2024-08-05,01:31:44",_flitox.,#0,# ياخو شكون خصوه خمسينات,,
"2024-08-05,01:31:48",w.me,#0,تحيا سليماني,themask0239#0,
"2024-08-05,01:31:49",3azo.zk,#0,بودي كارد,themask0239#0,
"2024-08-05,01:32:07",3azo.zk,#0,<:emoji_109:1259887162296635402> <:emoji_109:1259887162296635402> <:emoji_109:1259887162296635402> <:emoji_109:1259887162296635402>,,
"2024-08-05,01:32:23",3azo.zk,#0,انا حسابتلي نتا,,
"2024-08-05,01:32:42",3azo.zk,#0,متتمسخرش هوفا,,
"2024-08-05,01:33:40",_flitox.,#0,# yakhawtna li khsoh khmsinat yb3tli,,
"2024-08-05,01:33:56",themask0239,#0,# دك نعتلك بلي راك مع خيار صحيح,3azo.zk#0,
"2024-08-05,01:34:20",3azo.zk,#0,Ok,,
"2024-08-05,01:34:25",themask0239,#0,# إذا نتخبتوا هوفا ريحن نجيبولكم التونسيات و مغربيات,_flitox.#0,
"2024-08-05,01:35:04",abdullah055087,#0,خاوتي,,
"2024-08-05,01:35:13",abdullah055087,#0,راني مطنن,,
"2024-08-05,01:35:17",3azo.zk,#0,خاوتي مكاش الموجي تاع هوفا عد,themask0239#0,
"2024-08-05,01:35:24",abdullah055087,#0,جيبولنا لقحاب😂,,
"2024-08-05,01:35:29",_flitox.,#0,# وين مريض نتا شريكي راني مزوج انا دوك وراني مولا دار,themask0239#0,
"2024-08-05,01:35:40",abdullah055087,#0,تحيا سياربي ✌️,,
"2024-08-05,01:35:57",callmefreddy.,#0,Sa7a w mt3rdnich 🙂,_flitox.#0,
"2024-08-05,01:36:20",3azo.zk,#0,UASMA امش قود,abdullah055087#0,
"2024-08-05,01:36:45",_flitox.,#0,خلاصتلنا الماكلة ياخو فالدوزيام ان شاءالله عاود ولي,callmefreddy.#0,
"2024-08-05,01:36:45",abdullah055087,#0,نتا مقود نعيمة حلوة 😂,3azo.zk#0,
"2024-08-05,01:36:59",3azo.zk,#0,ختك لحلوة,abdullah055087#0,
"2024-08-05,01:37:03",_flitox.,#0,رياس الدزاير رانا جايين فايزين اليوما,3azo.zk#0,
"2024-08-05,01:37:10",callmefreddy.,#0,Nji ndiha w nro7,_flitox.#0,
"2024-08-05,01:37:12",abdullah055087,#0,و فليل كيفاش تجبد السوجي لعزيز ولا تجبدو ديراكت,_flitox.#0,
"2024-08-05,01:37:36",callmefreddy.,#0,3lh 7a ynik m3ak wla m3a mrto,abdullah055087#0,
"2024-08-05,01:37:37",_flitox.,#0,يانميييييي لحم لحلو اون بيغسون راهو يهدر على شواكرو تنااكت الدزاير خلاص,abdullah055087#0,
"2024-08-05,01:38:01",3azo.zk,#0,متتمسخر,_flitox.#0,
"2024-08-05,01:38:05",_flitox.,#0,اواه شريكي انا نجبدو غير لصاليحة,abdullah055087#0,
"2024-08-05,01:38:13",abdullah055087,#0,شواكرو في واش ؟😂 تخسرو ف دومي فينال و تخرجو كونطر مراركة 😂,_flitox.#0,
"2024-08-05,01:38:44",2jz.o7,#0,Lmzntt,_flitox.#0,
"2024-08-05,01:38:48",abdullah055087,#0,"عندك طوطة نتا واش تجبد ديجا 😂
ديجا رانا تزوجنا بيكم يا نعيمة و بعتيقة 😍",_flitox.#0,
"2024-08-05,01:39:05",3azo.zk,#0,أواه مزيدش تقولي برك تسيبورتي بارسا,abdullah055087#0,
"2024-08-05,01:39:14",_flitox.,#0,يانمي نتا علابالك واش صرا وراك داخلها النية فالهبال + نتو دومي فينال جامي جزتوه حبسنا التمنيييك ياخو نعرفوكم,abdullah055087#0,
"2024-08-05,01:39:17",abdullah055087,#0,نن بايرن ❤️‍🩹,3azo.zk#0,
"2024-08-05,01:39:42",3azo.zk,#0,نوير ثقبة,abdullah055087#0,
"2024-08-05,01:39:44",abdullah055087,#0,لعام ليفات خسرنا فلافينال يا لكذاب 😂,_flitox.#0,
"2024-08-05,01:39:52",_flitox.,#0,"والالي روتور كيفاش فدار شرع 🙂
جيتي تدي حقك شبعتي طوطا",abdullah055087#0,
"2024-08-05,01:40:00",abdullah055087,#0,قاعك بصح بسبتو خسرنا 💔,3azo.zk#0,
